id,State,City,Forecast Number,Date,Main Condition,Condition Description,Icon,Low Temperature,High Temperature,Humidity Percentage,Wind MPH,Wind Direction,Rain Inches,Snow Inches,Pressure,Cloud Percent,UTC Timestamp,Timezone Offset
152,Nebraska,Omaha/Valley,2,Wed 3/30,Snow,rain and snow,http://openweathermap.org/img/wn/13d@2x.png,33.3,56.91,72,23,NW,0.47,0.27,998,100,1648663200,-18000
153,Nebraska,Omaha/Valley,3,Thu 3/31,Snow,snow,http://openweathermap.org/img/wn/13d@2x.png,29.32,46.47,51,19,NW,0,2.02,1010,87,1648749600,-18000
154,Nebraska,Omaha/Valley,4,Fri 4/1,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,31.35,63.86,37,18,NW,7.49,0,1012,69,1648836000,-18000
155,Nebraska,Omaha/Valley,5,Sat 4/2,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,37.9,61.43,40,14,W,1.08,0,1018,4,1648922400,-18000
156,North Dakota,Bismarck,1,Tue 3/29,Snow,rain and snow,http://openweathermap.org/img/wn/13d@2x.png,33.03,46.96,53,17,NW,4.13,1.52,1001,100,1648576800,-18000
157,North Dakota,Bismarck,2,Wed 3/30,Snow,light snow,http://openweathermap.org/img/wn/13d@2x.png,26.94,39.83,60,19,NW,0,0.87,1010,100,1648663200,-18000
158,North Dakota,Bismarck,3,Thu 3/31,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,26.6,45.46,42,7,SE,0,0,1011,14,1648749600,-18000
159,North Dakota,Bismarck,4,Fri 4/1,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,36.25,52.81,42,16,W,1.06,0,1011,100,1648836000,-18000
160,North Dakota,Bismarck,5,Sat 4/2,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,31.98,55,42,11,SE,0.46,0,1015,80,1648922400,-18000
161,North Dakota,Grand Forks,1,Tue 3/29,Snow,light snow,http://openweathermap.org/img/wn/13d@2x.png,29.89,44.15,50,17,SE,0,0.11,1005,100,1648576800,-18000
162,North Dakota,Grand Forks,2,Wed 3/30,Snow,snow,http://openweathermap.org/img/wn/13d@2x.png,28.67,33.62,84,21,NW,0,2.1,1006,100,1648663200,-18000
163,North Dakota,Grand Forks,3,Thu 3/31,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,23.86,37.27,51,17,NW,0,0,1010,37,1648749600,-18000
164,North Dakota,Grand Forks,4,Fri 4/1,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,29.21,48.09,68,14,S,0.18,0,1010,96,1648836000,-18000
165,North Dakota,Grand Forks,5,Sat 4/2,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,29.82,44.28,51,9,NW,0,0,1017,53,1648922400,-18000
166,South Dakota,Aberdeen,1,Tue 3/29,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,36.9,49.66,53,18,SE,9.8,0,1001,100,1648576800,-18000
167,South Dakota,Aberdeen,2,Wed 3/30,Snow,rain and snow,http://openweathermap.org/img/wn/13d@2x.png,29.46,35.15,92,20,NW,5.48,8.84,1005,100,1648663200,-18000
168,South Dakota,Aberdeen,3,Thu 3/31,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,25.75,40.33,57,15,NW,0,0,1011,33,1648749600,-18000
169,South Dakota,Aberdeen,4,Fri 4/1,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,29.39,41.86,70,8,S,3.76,0,1013,100,1648836000,-18000
170,South Dakota,Aberdeen,5,Sat 4/2,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,31.33,50.52,51,9,E,0,0,1018,38,1648922400,-18000
171,South Dakota,Rapid City,1,Tue 3/29,Snow,rain and snow,http://openweathermap.org/img/wn/13d@2x.png,32.43,60.94,51,33,NW,2.45,3.28,997,100,1648576800,-21600
172,South Dakota,Rapid City,2,Wed 3/30,Snow,light snow,http://openweathermap.org/img/wn/13d@2x.png,27.41,40.33,74,27,NW,0,1.42,1011,100,1648663200,-21600
173,South Dakota,Rapid City,3,Thu 3/31,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,26.78,54.88,31,7,E,0,0,1007,66,1648749600,-21600
174,South Dakota,Rapid City,4,Fri 4/1,Snow,rain and snow,http://openweathermap.org/img/wn/13d@2x.png,34.14,49.95,44,18,NW,0.11,4.43,1013,100,1648836000,-21600
175,South Dakota,Rapid City,5,Sat 4/2,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,36.73,61.57,29,14,SE,0,0,1010,12,1648922400,-21600
176,South Dakota,Sioux Falls,1,Tue 3/29,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,33.21,41.79,70,18,SE,4.98,0,1003,100,1648576800,-18000
177,South Dakota,Sioux Falls,2,Wed 3/30,Snow,rain and snow,http://openweathermap.org/img/wn/13d@2x.png,30.81,37.6,83,22,NW,2.37,1.19,1000,100,1648663200,-18000
178,South Dakota,Sioux Falls,3,Thu 3/31,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,27.23,42.44,50,19,NW,0,0,1009,70,1648749600,-18000
179,South Dakota,Sioux Falls,4,Fri 4/1,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,27.77,55.45,40,12,N,3.14,0,1012,98,1648836000,-18000
180,South Dakota,Sioux Falls,5,Sat 4/2,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,33.33,56.88,38,9,NW,0,0,1017,6,1648922400,-18000
181,Wisconsin,Green Bay,1,Tue 3/29,Snow,rain and snow,http://openweathermap.org/img/wn/13d@2x.png,24.01,38.19,39,18,E,0.35,0.31,1022,92,1648573200,-18000
182,Wisconsin,Green Bay,2,Wed 3/30,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,33.53,42.6,99,19,SE,20.16,0,994,100,1648659600,-18000
183,Wisconsin,Green Bay,3,Thu 3/31,Snow,rain and snow,http://openweathermap.org/img/wn/13d@2x.png,29.14,36.25,72,16,NW,6.39,1.79,994,100,1648746000,-18000
184,Wisconsin,Green Bay,4,Fri 4/1,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,25.36,41.25,52,11,W,0,0,1016,10,1648832400,-18000
185,Wisconsin,Green Bay,5,Sat 4/2,Snow,rain and snow,http://openweathermap.org/img/wn/13d@2x.png,31.55,37.56,99,10,W,0.9,4.36,1013,100,1648918800,-18000
186,Wisconsin,La Crosse,1,Tue 3/29,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,28.85,39.94,35,19,SE,0.18,0,1015,99,1648576800,-18000
187,Wisconsin,La Crosse,2,Wed 3/30,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,34.75,58.95,88,15,E,17.24,0,988,100,1648663200,-18000
188,Wisconsin,La Crosse,3,Thu 3/31,Snow,snow,http://openweathermap.org/img/wn/13d@2x.png,27.32,33.01,95,18,NW,0,21.18,1001,100,1648749600,-18000
189,Wisconsin,La Crosse,4,Fri 4/1,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,13.44,40.3,91,4,SE,0,0,1018,27,1648836000,-18000
190,Wisconsin,La Crosse,5,Sat 4/2,Snow,snow,http://openweathermap.org/img/wn/13d@2x.png,32.02,35.56,100,9,W,0,23.06,1016,100,1648922400,-18000
191,Wisconsin,Milwaukee/Sullivan,1,Tue 3/29,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,23.16,36.46,39,19,E,0,0,1021,88,1648573200,-18000
192,Wisconsin,Milwaukee/Sullivan,2,Wed 3/30,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,34.99,56.77,96,19,S,17.44,0,993,100,1648659600,-18000
193,Wisconsin,Milwaukee/Sullivan,3,Thu 3/31,Snow,rain and snow,http://openweathermap.org/img/wn/13d@2x.png,31.62,41.14,82,20,SW,3.46,2.76,997,100,1648746000,-18000
194,Wisconsin,Milwaukee/Sullivan,4,Fri 4/1,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,25.57,43.68,50,12,NW,0,0,1017,6,1648832400,-18000
195,Wisconsin,Milwaukee/Sullivan,5,Sat 4/2,Snow,rain and snow,http://openweathermap.org/img/wn/13d@2x.png,31.8,39.45,100,13,NW,1.66,6.4,1012,100,1648918800,-18000
196,Wyoming,Cheyenne,1,Tue 3/29,Snow,rain and snow,http://openweathermap.org/img/wn/13d@2x.png,28.35,54.93,74,32,NW,1.52,0.67,995,100,1648580400,-21600
197,Wyoming,Cheyenne,2,Wed 3/30,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,25.99,41.32,23,27,NW,0,0,1006,4,1648666800,-21600
198,Wyoming,Cheyenne,3,Thu 3/31,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,32.16,56.88,16,15,S,0.19,0,1004,5,1648753200,-21600
199,Wyoming,Cheyenne,4,Fri 4/1,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,38.01,49.48,47,20,NW,0.14,0,1011,67,1648839600,-21600
200,Wyoming,Cheyenne,5,Sat 4/2,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,36.28,61.88,19,18,SW,0,0,1009,99,1648926000,-21600
201,Wyoming,Riverton,1,Tue 3/29,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,36.63,52.7,62,28,NW,0,0,1003,100,1648580400,-21600
202,Wyoming,Riverton,2,Wed 3/30,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,29.21,51.03,34,15,N,0,0,1010,3,1648666800,-21600
203,Wyoming,Riverton,3,Thu 3/31,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,37.89,55.87,27,20,S,0.5,0,1004,51,1648753200,-21600
204,Wyoming,Riverton,4,Fri 4/1,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,33.73,51.12,40,11,NW,0.88,0,1014,75,1648839600,-21600
205,Wyoming,Riverton,5,Sat 4/2,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,39.04,59.43,24,23,W,0,0,1010,55,1648926000,-21600
206,Maine,Caribou,1,Tue 3/29,Snow,light snow,http://openweathermap.org/img/wn/13d@2x.png,14.7,22.95,79,17,NW,0,0.34,1009,100,1648569600,-14400
207,Maine,Caribou,2,Wed 3/30,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,14.54,31.98,82,14,W,0,0,1015,82,1648656000,-14400
208,Maine,Caribou,3,Thu 3/31,Snow,rain and snow,http://openweathermap.org/img/wn/13d@2x.png,18.99,36.25,99,12,SE,0.28,0.35,1012,100,1648742400,-14400
209,Maine,Caribou,4,Fri 4/1,Snow,rain and snow,http://openweathermap.org/img/wn/13d@2x.png,29.75,37.96,100,6,SW,2.01,0.55,997,100,1648828800,-14400
210,Maine,Caribou,5,Sat 4/2,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,25.56,33.4,80,18,W,0,0,1003,94,1648915200,-14400
211,Maine,Gray/Portland,1,Tue 3/29,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,18.52,34.25,34,13,NW,0,0,1013,30,1648569600,-14400
212,Maine,Gray/Portland,2,Wed 3/30,Snow,light snow,http://openweathermap.org/img/wn/13d@2x.png,23.27,44.89,28,10,W,0,0.59,1018,35,1648656000,-14400
213,Maine,Gray/Portland,3,Thu 3/31,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,33.42,45.59,96,7,S,7.4,0,1012,100,1648742400,-14400
214,Maine,Gray/Portland,4,Fri 4/1,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,35.08,57.02,64,12,SW,0.94,0,997,55,1648828800,-14400
215,Maine,Gray/Portland,5,Sat 4/2,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,31.73,47.62,42,15,NW,0,0,1009,7,1648915200,-14400
216,Massachusetts,Boston,1,Tue 3/29,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,18.45,39.49,32,12,W,0,0,1016,26,1648569600,-14400
217,Massachusetts,Boston,2,Wed 3/30,Snow,rain and snow,http://openweathermap.org/img/wn/13d@2x.png,25.14,47.12,29,11,NW,0.17,0.19,1020,73,1648656000,-14400
218,Massachusetts,Boston,3,Thu 3/31,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,32.05,58.06,90,17,S,1.42,0,1011,100,1648742400,-14400
219,Massachusetts,Boston,4,Fri 4/1,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,37.76,61.63,52,15,SW,0.95,0,999,68,1648828800,-14400
220,Massachusetts,Boston,5,Sat 4/2,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,33.85,53.26,39,13,W,0,0,1013,3,1648915200,-14400
221,New Jersey,Mount Holly/Philadelphia,1,Tue 3/29,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,24.57,42.1,28,15,W,0,0,1022,13,1648573200,-14400
222,New Jersey,Mount Holly/Philadelphia,2,Wed 3/30,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,26.76,44.26,38,8,S,0,0,1023,84,1648659600,-14400
223,New Jersey,Mount Holly/Philadelphia,3,Thu 3/31,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,46.38,67.53,72,19,S,2.66,0,1005,100,1648746000,-14400
224,New Jersey,Mount Holly/Philadelphia,4,Fri 4/1,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,40.62,59.07,43,17,W,0.84,0,1005,78,1648832400,-14400
225,New Jersey,Mount Holly/Philadelphia,5,Sat 4/2,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,34.93,54.3,31,13,W,0,0,1017,62,1648918800,-14400
226,New York,Albany,1,Tue 3/29,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,17.74,34.43,31,14,W,0,0,1019,60,1648573200,-14400
227,New York,Albany,2,Wed 3/30,Snow,rain and snow,http://openweathermap.org/img/wn/13d@2x.png,23.54,39.69,31,8,W,0.16,1.02,1023,100,1648656000,-14400
228,New York,Albany,3,Thu 3/31,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,32.61,52,98,9,SE,16.14,0,1007,100,1648742400,-14400
229,New York,Albany,4,Fri 4/1,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,32.41,45.73,74,15,W,1.37,0,1002,61,1648828800,-14400
230,New York,Albany,5,Sat 4/2,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,30.94,49.01,45,14,W,0,0,1016,9,1648915200,-14400
231,New York,Binghamton,1,Tue 3/29,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,15.39,28.65,57,15,NW,0,0,1023,100,1648573200,-14400
232,New York,Binghamton,2,Wed 3/30,Snow,rain and snow,http://openweathermap.org/img/wn/13d@2x.png,14.9,39,69,13,SE,0.26,1.43,1020,100,1648659600,-14400
233,New York,Binghamton,3,Thu 3/31,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,41.09,59.07,90,16,SE,5.49,0,1000,100,1648746000,-14400
234,New York,Binghamton,4,Fri 4/1,Snow,rain and snow,http://openweathermap.org/img/wn/13d@2x.png,29.73,44.29,70,16,W,0.84,1,1004,93,1648832400,-14400
235,New York,Binghamton,5,Sat 4/2,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,28.15,47.75,46,13,W,0,0,1016,100,1648918800,-14400
236,New York,Buffalo,1,Tue 3/29,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,18.1,31.64,53,10,W,0,0,1026,95,1648573200,-14400
237,New York,Buffalo,2,Wed 3/30,Snow,snow,http://openweathermap.org/img/wn/13d@2x.png,24.04,49.05,83,16,SE,0,1.49,1013,100,1648659600,-14400
238,New York,Buffalo,3,Thu 3/31,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,43.56,65.95,61,21,S,2.19,0,994,17,1648746000,-14400
239,New York,Buffalo,4,Fri 4/1,Snow,rain and snow,http://openweathermap.org/img/wn/13d@2x.png,30.94,38.62,55,19,SW,0.12,0.62,1007,93,1648832400,-14400
240,New York,Buffalo,5,Sat 4/2,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,28.85,45.54,34,8,W,0,0,1016,80,1648918800,-14400
241,New York,New York/Upton,1,Tue 3/29,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,24.1,37.27,44,21,W,0,0,1020,8,1648569600,-14400
242,New York,New York/Upton,2,Wed 3/30,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,30.51,40.66,42,15,NW,0,0,1023,100,1648656000,-14400
243,New York,New York/Upton,3,Thu 3/31,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,44.8,53.53,84,28,S,2.16,0,1011,100,1648742400,-14400
244,New York,New York/Upton,4,Fri 4/1,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,41.38,52.36,62,22,W,1.13,0,1003,71,1648828800,-14400
245,New York,New York/Upton,5,Sat 4/2,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,36.21,48.87,49,23,W,0,0,1016,6,1648915200,-14400
246,North Carolina,Newport/Morehead City,1,Tue 3/29,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,34.95,53.38,23,13,N,0,0,1026,76,1648573200,-14400
247,North Carolina,Newport/Morehead City,2,Wed 3/30,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,47.79,64.24,57,15,S,0,0,1023,99,1648659600,-14400
248,North Carolina,Newport/Morehead City,3,Thu 3/31,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,65.16,69.46,83,24,S,24.19,0,1012,100,1648746000,-14400
249,North Carolina,Newport/Morehead City,4,Fri 4/1,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,54.57,71.22,38,16,W,2.42,0,1011,0,1648832400,-14400
250,North Carolina,Newport/Morehead City,5,Sat 4/2,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,47.23,58.37,49,9,N,0.1,0,1020,73,1648918800,-14400
251,North Carolina,Raleigh,1,Tue 3/29,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,32.9,53.31,23,13,N,0,0,1027,100,1648573200,-14400
252,North Carolina,Raleigh,2,Wed 3/30,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,42.03,63.32,75,15,SE,0,0,1021,100,1648659600,-14400
253,North Carolina,Raleigh,3,Thu 3/31,Rain,heavy intensity rain,http://openweathermap.org/img/wn/10d@2x.png,63.55,67.42,94,19,S,25.25,0,1007,100,1648746000,-14400
254,North Carolina,Raleigh,4,Fri 4/1,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,50,64.26,36,17,W,0.13,0,1012,2,1648832400,-14400
255,North Carolina,Raleigh,5,Sat 4/2,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,43.3,60.89,39,7,S,0,0,1019,100,1648918800,-14400
256,North Carolina,Wilmington,1,Tue 3/29,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,37.71,54.72,22,13,N,0,0,1026,44,1648573200,-14400
257,North Carolina,Wilmington,2,Wed 3/30,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,48.51,65.7,71,15,SE,0,0,1023,100,1648659600,-14400
258,North Carolina,Wilmington,3,Thu 3/31,Rain,heavy intensity rain,http://openweathermap.org/img/wn/10d@2x.png,66.49,70.74,83,23,S,26.11,0,1011,100,1648746000,-14400
259,North Carolina,Wilmington,4,Fri 4/1,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,57.51,72.16,33,17,SW,0.98,0,1012,7,1648832400,-14400
260,North Carolina,Wilmington,5,Sat 4/2,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,49.42,62.24,46,10,N,0.47,0,1020,85,1648918800,-14400
261,Ohio,Cleveland,1,Tue 3/29,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,19.38,33.82,46,10,E,0,0,1028,25,1648573200,-14400
262,Ohio,Cleveland,2,Wed 3/30,Snow,rain and snow,http://openweathermap.org/img/wn/13d@2x.png,31.82,61.38,79,24,SE,1.7,1.82,1007,98,1648659600,-14400
263,Ohio,Cleveland,3,Thu 3/31,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,40.17,61.11,77,29,S,2.23,0,997,99,1648746000,-14400
264,Ohio,Cleveland,4,Fri 4/1,Snow,light snow,http://openweathermap.org/img/wn/13d@2x.png,33.98,38.01,65,20,W,0,1.47,1014,100,1648832400,-14400
265,Ohio,Cleveland,5,Sat 4/2,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,32.92,47.52,45,6,SE,1.02,0,1015,44,1648918800,-14400
266,Ohio,Wilmington,1,Tue 3/29,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,24.8,44.91,30,14,E,0.15,0,1025,100,1648573200,-14400
267,Ohio,Wilmington,2,Wed 3/30,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,36.86,68.09,65,31,S,0,0,1007,100,1648659600,-14400
268,Ohio,Wilmington,3,Thu 3/31,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,39.72,53.69,54,25,S,8.13,0,1000,80,1648746000,-14400
269,Ohio,Wilmington,4,Fri 4/1,Snow,rain and snow,http://openweathermap.org/img/wn/13d@2x.png,32.49,46.47,52,17,W,0.11,0.62,1017,98,1648832400,-14400
270,Ohio,Wilmington,5,Sat 4/2,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,32.95,53.71,50,21,W,0.7,0,1015,78,1648918800,-14400
271,Pennsylvania,Pittsburgh,1,Tue 3/29,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,13.55,40.93,36,6,W,0,0,1026,17,1648573200,-14400
272,Pennsylvania,Pittsburgh,2,Wed 3/30,Snow,rain and snow,http://openweathermap.org/img/wn/13d@2x.png,29.64,65.59,72,14,SE,0.26,2.36,1011,94,1648659600,-14400
273,Pennsylvania,Pittsburgh,3,Thu 3/31,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,46.58,66.81,57,20,S,1.13,0,997,42,1648746000,-14400
274,Pennsylvania,Pittsburgh,4,Fri 4/1,Snow,rain and snow,http://openweathermap.org/img/wn/13d@2x.png,30.7,41.09,61,15,W,0.64,0.9,1011,97,1648832400,-14400
275,Pennsylvania,Pittsburgh,5,Sat 4/2,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,29.43,54.34,35,7,SW,0,0,1016,70,1648918800,-14400
276,Pennsylvania,State College,1,Tue 3/29,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,16.72,39.63,35,13,NW,0,0,1024,58,1648573200,-14400
277,Pennsylvania,State College,2,Wed 3/30,Snow,snow,http://openweathermap.org/img/wn/13d@2x.png,24.64,45.03,82,13,SE,0,2.35,1019,100,1648659600,-14400
278,Pennsylvania,State College,3,Thu 3/31,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,44.19,60.73,88,14,SE,6.76,0,999,98,1648746000,-14400
279,Pennsylvania,State College,4,Fri 4/1,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,30.97,43.32,66,17,W,0.69,0,1007,70,1648832400,-14400
280,Pennsylvania,State College,5,Sat 4/2,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,29.25,53.04,32,10,W,0,0,1016,57,1648918800,-14400
281,South Carolina,Charleston,1,Tue 3/29,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,47.39,62.8,35,9,N,0,0,1025,45,1648573200,-14400
282,South Carolina,Charleston,2,Wed 3/30,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,53.87,71.31,70,15,SE,0.1,0,1021,99,1648659600,-14400
283,South Carolina,Charleston,3,Thu 3/31,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,67.23,76.82,77,19,S,10.79,0,1010,97,1648746000,-14400
284,South Carolina,Charleston,4,Fri 4/1,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,60.22,75.45,31,12,W,0,0,1014,80,1648832400,-14400
285,South Carolina,Charleston,5,Sat 4/2,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,54.41,76.53,42,9,E,0,0,1017,70,1648918800,-14400
286,South Carolina,Columbia,1,Tue 3/29,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,43.61,61.59,31,9,NE,0,0,1026,84,1648573200,-14400
287,South Carolina,Columbia,2,Wed 3/30,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,49.51,77.29,72,19,SE,0.52,0,1019,100,1648659600,-14400
288,South Carolina,Columbia,3,Thu 3/31,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,62.89,68.27,93,20,SE,17.71,0,1009,100,1648746000,-14400
289,South Carolina,Columbia,4,Fri 4/1,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,53.06,70.79,30,15,W,0,0,1014,10,1648832400,-14400
290,South Carolina,Columbia,5,Sat 4/2,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,49.75,72.09,44,8,NE,0,0,1018,82,1648918800,-14400
291,South Carolina,Greenville-Spartanburg,1,Tue 3/29,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,39.58,57.29,43,7,NW,0,0,1026,99,1648573200,-14400
292,South Carolina,Greenville-Spartanburg,2,Wed 3/30,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,43.72,67.71,80,14,SE,2.65,0,1019,100,1648659600,-14400
293,South Carolina,Greenville-Spartanburg,3,Thu 3/31,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,56.26,72.9,66,17,S,14.86,0,1006,72,1648746000,-14400
294,South Carolina,Greenville-Spartanburg,4,Fri 4/1,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,47.05,67.95,28,10,SW,0,0,1013,0,1648832400,-14400
295,South Carolina,Greenville-Spartanburg,5,Sat 4/2,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,42.6,65.25,45,10,SW,0,0,1018,82,1648918800,-14400
296,Vermont,Burlington,1,Tue 3/29,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,17.46,27.63,58,17,NW,0,0,1020,98,1648569600,-14400
297,Vermont,Burlington,2,Wed 3/30,Snow,snow,http://openweathermap.org/img/wn/13d@2x.png,20.41,34.95,51,12,NW,0,4.17,1023,78,1648656000,-14400
298,Vermont,Burlington,3,Thu 3/31,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,34.75,45.64,93,20,SE,2.11,0,1004,100,1648742400,-14400
299,Vermont,Burlington,4,Fri 4/1,Snow,rain and snow,http://openweathermap.org/img/wn/13d@2x.png,32.27,42.35,78,16,W,1.53,0.43,999,66,1648828800,-14400
300,Vermont,Burlington,5,Sat 4/2,Snow,light snow,http://openweathermap.org/img/wn/13d@2x.png,28.98,41.7,58,18,W,0,0.18,1015,51,1648915200,-14400
301,Virginia,Baltimore/Washington,1,Tue 3/29,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,22.37,46.38,26,13,NW,0,0,1025,8,1648573200,-14400
302,Virginia,Baltimore/Washington,2,Wed 3/30,Snow,rain and snow,http://openweathermap.org/img/wn/13d@2x.png,32.14,62.89,53,15,S,0.79,0.8,1020,86,1648659600,-14400
303,Virginia,Baltimore/Washington,3,Thu 3/31,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,57.79,69.87,70,21,S,5.23,0,1002,100,1648746000,-14400
